TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
ETV1	GPAM	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
ETV1	GPRC5A	-0.7807	50.07	-7.2E-02	rgb(201,208,220)	1.9883	None
ETV1	GSTA5.1	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
ETV1	HIST2H2AA4	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
ETV1	HMOX1	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
ETV1	KIAA0408	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
ETV1	LGI3	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	None
ETV1	LPCAT2	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
ETV1	MCUR1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
ETV1	OLFML2B	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
ETV1	PDIA5	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
ETV1	RHOBTB3	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
ETV1	SEC23B	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
ETV1	SLAIN1	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	None
ETV1	SLC13A2	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
ETV1	SLC4A4	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
ETV1	SMYD4	0.7807	50.07	0.071	rgb(218,204,204)	1.9883	None
ETV1	TGDS	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
ETV1	TPT1	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	None
ETV1	c-fos	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
ETV5	BAMBI	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
ETV5	C4BPA	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
ETV5	CAVIN2	-0.7807	50.07	-6.9E-02	rgb(202,208,220)	1.9883	2,2
ETV5	CLIC5	-0.7807	50.07	-7.4E-02	rgb(201,207,220)	1.9883	None
ETV5	CXCR4	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	None
ETV5	CYP4B1	-0.7807	50.07	-7.0E-02	rgb(202,208,220)	1.9883	None
ETV5	DBI	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
ETV5	DOCK8	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
ETV5	DPP4	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
ETV5	EGR1	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
ETV5	ENSMMUG00000002676	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ETV5	ENSMMUG00000002786	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
ETV5	ENSMMUG00000003295	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
ETV5	ENSMMUG00000003867	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
ETV5	ENSMMUG00000013237	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
ETV5	ENSMMUG00000019689	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
ETV5	EPS8	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	None
ETV5	FTL	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
ETV5	GPRC5A	-0.7807	50.07	-7.2E-02	rgb(201,207,220)	1.9883	None
ETV5	GSTA4	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
ETV5	HERPUD1	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
ETV5	LMAN1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
ETV5	LPCAT2	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
ETV5	NEDD9	-0.7807	50.07	-6.7E-02	rgb(202,208,220)	1.9883	None
ETV5	PADI2	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	None
ETV5	PID1	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	None
ETV5	PLK2	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
ETV5	PRR15L	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	None
ETV5	RPL8	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
ETV5	RPS5	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
ETV5	RPS9	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
ETV5	S100A6	-0.7807	50.07	-7.3E-02	rgb(201,207,220)	1.9883	None
ETV5	S100P	0.7807	50.07	0.065	rgb(218,204,205)	1.9883	None
ETV5	SEC61B	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
ETV5	SLC39A8	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	None
ETV5	SPRY1	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	None
ETV5	TAGLN2	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	None
ETV5	TGDS	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	None
ETV5	TPT1	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
ETV5	TUBA1B	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
FOSB	IER2	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
FOSL2	FMO2	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
FOSL2	SPOCK2	0.7807	50.08	0.084	rgb(218,201,201)	1.9885	None
FOXA2	FAM46A	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
GATA2	PCDH17	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
GTF2B	ENSMMUG00000005494	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
GTF2B	LDHB	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
GTF3A	ENSMMUG00000000422	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
GTF3A	ENSMMUG00000003295	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
GTF3A	ENSMMUG00000005494	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
GTF3A	ENSMMUG00000010029	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
GTF3A	ENSMMUG00000013237	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
GTF3A	HSPD1	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
GTF3A	PSMA6	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
GTF3A	RPL8	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
GTF3A	RPS9	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
GTF3A	RPSA	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
GTF3A	SEC61B	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
GTF3A	SLC25A5	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
GTF3A	TUBA1B	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
HIF1A	ACSL5	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	None
HIF1A	ATP1A1	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
HIF1A	C16orf89	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
HIF1A	C4BPA	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
HIF1A	CALR	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	None
HIF1A	CD14	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	None
HIF1A	COPB2	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
HIF1A	EIF4A1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
HIF1A	ENSMMUG00000004852	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
HIF1A	ENSMMUG00000010029	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
HIF1A	ENSMMUG00000012843	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
HIF1A	ENSMMUG00000039375	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
HIF1A	LAPTM4B	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
HIF1A	PPP1R14C	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
HIF1A	SLC25A5	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
HMGA1	ENSMMUG00000001054	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
HMGA1	ENSMMUG00000005494	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
HMGA1	ENSMMUG00000010029	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
HMGA1	RPSA	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
HOPX	ACKR3	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
HOPX	ANKRD1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
HOPX	ANKRD37	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
HOPX	AP1M2	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
HOPX	ATP1B1	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
HOPX	BEX2	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
HOPX	CCBE1	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
HOPX	CCDC68	0.7807	50.08	0.076	rgb(218,202,203)	1.9885	2,2
HOPX	CCND3	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
HOPX	CCT4	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
HOPX	CCT5	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
HOPX	CDKN1C	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
HOPX	CNTN6	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
HOPX	CPM	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
HOPX	DAAM2	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
HOPX	DYNC1I1	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
HOPX	EHF	-0.7807	50.07	-6.8E-02	rgb(202,208,220)	1.9883	2,2
HOPX	EIF3M	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
HOPX	EIF4A1	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
HOPX	ENSMMUG00000000983	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
HOPX	ENSMMUG00000003509	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
HOPX	ENSMMUG00000006971	-0.7807	50.07	-7.5E-02	rgb(201,207,220)	1.9883	2,2
HOPX	ENSMMUG00000012859	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
HOPX	ENSMMUG00000021448	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
HOPX	ENSMMUG00000038082	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
HOPX	ENSMMUG00000040144	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
HOPX	ENSMMUG00000041595	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
HOPX	ENSMMUG00000043492	-0.7807	50.07	-7.5E-02	rgb(201,207,220)	1.9883	2,2
HOPX	ENSMMUG00000045915	0.7807	50.08	0.076	rgb(218,202,203)	1.9885	2,2
HOPX	FAM114A1	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
HOPX	FAM84A	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
HOPX	FBN2	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
HOPX	FGD3	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
HOPX	FN3K	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
HOPX	GCK	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
HOPX	GTF3A	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
HOPX	HMGN5	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
HOPX	HPS5	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
HOPX	HSPA5	-0.7807	50.07	-6.7E-02	rgb(202,208,220)	1.9883	2,2
HOPX	IER3	-0.7807	50.07	-6.6E-02	rgb(203,208,219)	1.9883	2,2
HOPX	LAMP3	-0.7807	50.07	-7.0E-02	rgb(202,208,220)	1.9883	2,2
HOPX	LAPTM4B	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
HOPX	LGALS3BP	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
HOPX	LIMS2	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
HOPX	MANF	-0.7807	50.07	-6.6E-02	rgb(203,208,219)	1.9883	2,2
HOPX	METRNL	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
HOPX	METTL9	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
HOPX	NAPSA	-0.7807	50.07	-6.6E-02	rgb(203,208,220)	1.9883	2,2
HOPX	NDRG2	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
HOPX	NQO2	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
HOPX	NR4A2	-0.7807	50.07	-6.6E-02	rgb(203,208,220)	1.9883	2,2
HOPX	NTN4	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
HOPX	OLFML3	-0.7807	50.07	-7.5E-02	rgb(201,207,220)	1.9883	2,2
HOPX	PFN1	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
HOPX	PLD5	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
HOPX	POLR2G	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
HOPX	PPM1J	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
HOPX	PRDX4	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
HOPX	PSMA5	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
HOPX	PSMA6	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
HOPX	RUVBL1	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
HOPX	SCNN1G	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
HOPX	SEMA3E	0.7807	50.07	0.071	rgb(218,204,204)	1.9883	2,2
HOPX	SEMA6D	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
HOPX	SLC39A8	-0.7807	50.07	-6.7E-02	rgb(202,208,220)	1.9883	2,2
HOPX	SOBP	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
HOPX	SYNPO	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
HOPX	TES	0.7807	50.07	0.071	rgb(218,204,204)	1.9883	2,2
HOPX	TGFBR3	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
HOPX	TNNT1	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
HOPX	VIM	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
HOPX	ZFAT	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
ID2	ARHGEF26	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ID2	CAV1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
ID2	CDKN1C	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
ID2	CTSH	-0.7807	50.07	-7.1E-02	rgb(202,208,220)	1.9883	2,2
ID2	ENSMMUG00000022334	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
ID2	ENSMMUG00000040297	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ID2	GADD45B	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ID2	GPRC5A	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
ID2	GSTM5	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
ID2	MYL9	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
ID2	RDX	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
ID3	ABCA3	-0.7807	50.07	-6.5E-02	rgb(203,208,219)	1.9883	2,2
ID3	ACSL4	-0.7807	50.07	-6.9E-02	rgb(202,208,220)	1.9883	2,2
ID3	ANXA3	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
ID3	ANXA5	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
ID3	C3	-0.7807	50.07	-6.8E-02	rgb(202,208,220)	1.9883	2,2
ID3	CCL20	-0.7807	50.07	-6.8E-02	rgb(202,208,220)	1.9883	2,2
ID3	CD24	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
ID3	CLIC5	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
ID3	CP	-0.7807	50.07	-7.2E-02	rgb(201,208,220)	1.9883	2,2
ID3	CST6	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
ID3	DPYSL2	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
ID3	EDN3	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
ID3	EFEMP1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ID3	ENSMMUG00000002676	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
ID3	ENSMMUG00000013446	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
ID3	ENSMMUG00000014888	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
ID3	ENSMMUG00000021980	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ID3	ENSMMUG00000023316	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
ID3	ENSMMUG00000041076	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
ID3	HCFC1R1	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
ID3	HHIP	-0.7807	50.07	-7.5E-02	rgb(201,207,220)	1.9883	2,2
ID3	ICAM4	0.7807	50.07	0.071	rgb(218,203,203)	1.9883	2,2
ID3	KRT7	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
ID3	LCN2	-0.7807	50.08	-7.6E-02	rgb(201,207,220)	1.9885	2,2
ID3	LGALS3	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
ID3	LRRK2	-0.7807	50.07	-7.2E-02	rgb(201,208,220)	1.9883	2,2
ID3	PLLP	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ID3	PRDX6	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
ID3	S100A9	-0.7807	50.07	-7.4E-02	rgb(201,207,220)	1.9883	2,2
ID3	SFTPA1	-0.7807	50.07	-7.4E-02	rgb(201,207,220)	1.9883	2,2
ID3	SLC43A3	-0.7807	50.07	-7.2E-02	rgb(201,208,220)	1.9883	2,2
ID3	TUBB	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
ID3	UBL3	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
IRF1	ANGPTL4	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
IRF1	ANKRD37	-0.7807	50.07	-6.6E-02	rgb(203,208,220)	1.9883	None
IRF1	ASS1	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
IRF1	ATP1A1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
IRF1	BST2	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
IRF1	C3	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
IRF1	CASP4	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	None
IRF1	CYLD	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
IRF1	DDIT4	-0.7807	50.07	-6.6E-02	rgb(203,208,220)	1.9883	2,2
IRF1	DNTTIP1	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
IRF1	ECEL1	-0.7807	50.07	-6.5E-02	rgb(203,208,219)	1.9883	2,2
IRF1	ENSMMUG00000008378	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
IRF1	ENSMMUG00000013257	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
IRF1	ENSMMUG00000018256	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
IRF1	ENSMMUG00000030144	-0.7807	50.07	-7.1E-02	rgb(202,208,220)	1.9883	2,2
IRF1	ENSMMUG00000031911	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
IRF1	ENSMMUG00000041076	-0.7807	50.07	-7.1E-02	rgb(202,208,220)	1.9883	2,2
IRF1	ENSMMUG00000042343	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
IRF1	ENSMMUG00000044002	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
IRF1	EPHA2	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
IRF1	FTL	-0.7807	50.07	-6.8E-02	rgb(202,208,220)	1.9883	2,2
IRF1	GLIPR2	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
IRF1	HERPUD1	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
IRF1	IFIT2	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	None
IRF1	IL6	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
IRF1	LAP3	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
IRF1	LCN2	0.7807	50.07	0.071	rgb(218,203,203)	1.9883	None
IRF1	MAP3K8	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
IRF1	MITD1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
IRF1	MYC	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
IRF1	NFE2L3	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	None
IRF1	PARP9	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
IRF1	PPP2R5B	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
IRF1	PSMA6	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	None
IRF1	PSME1	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
IRF1	RARRES1	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	None
IRF1	RND1	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
IRF1	RPS4Y2	-0.7807	50.07	-6.7E-02	rgb(202,208,220)	1.9883	2,2
IRF1	SAMD9L	0.7807	50.08	0.077	rgb(218,202,202)	1.9885	None
IRF1	SLC11A2	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
IRF1	TGIF2	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
IRF7	IFI44	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
IRF7	ISG20	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
IRF9	ENSMMUG00000039892	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
IRF9	PLA2G1B	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
IRX1	ACTG1	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
IRX1	BLVRB	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
IRX1	C12orf57	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
IRX1	CD63	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	None
IRX1	CITED2	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
IRX1	ENSMMUG00000001054	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
IRX1	ENSMMUG00000003295	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
IRX1	ENSMMUG00000010029	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
IRX1	ENSMMUG00000018679	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
IRX1	ENSMMUG00000023316	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
IRX1	GSTA4	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
IRX1	HSPB1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
IRX1	MDH2	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	None
IRX1	MMP7	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
IRX1	NME1-NME2	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
IRX1	PDZK1IP1	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
IRX1	PFN1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
IRX1	PPIB	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
IRX1	RAB25	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	None
IRX1	RPS4Y2	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
IRX1	S100A14	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
IRX1	SMCO4	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
IRX1	TXNIP	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	None
IRX1	WFDC2	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
KLF10	AGER	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
KLF10	ATF3	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	None
KLF10	EGR1	0.7807	50.07	0.071	rgb(218,204,204)	1.9883	None
KLF10	LCN2	-0.7807	50.07	-7.1E-02	rgb(202,208,220)	1.9883	None
KLF4	ENSMMUG00000012608	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
KLF4	HPGD	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
KLF6	ELF3	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	None
KLF6	NFKBIA	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	None
KMT2A	ENSMMUG00000002676	-0.7807	50.07	-7.1E-02	rgb(202,208,220)	1.9883	2,2
KMT2A	ENSMMUG00000003867	-0.7807	50.07	-7.3E-02	rgb(201,207,220)	1.9883	2,2
KMT2A	ENSMMUG00000004852	-0.7807	50.07	-7.3E-02	rgb(201,207,220)	1.9883	2,2
KMT2A	ENSMMUG00000010029	-0.7807	50.07	-7.0E-02	rgb(202,208,220)	1.9883	2,2
KMT2A	RPL7A	-0.7807	50.07	-7.2E-02	rgb(201,207,220)	1.9883	2,2
KMT2A	RPS5	-0.7807	50.07	-7.0E-02	rgb(202,208,220)	1.9883	2,2
KMT2A	WFDC2	-0.7807	50.07	-7.1E-02	rgb(202,208,220)	1.9883	2,2
LTF	AGR2	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
LTF	BHLHA15	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
LTF	C19orf10	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
LTF	C3	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
LTF	CD320	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
LTF	CP	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
LTF	CTSC	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
LTF	CYP51A1	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
LTF	DNTTIP1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
LTF	EBP	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
LTF	ENSMMUG00000000749	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
