TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
ZNF662	CAPN2	0.8237	50.1	0.103	rgb(218,197,197)	1.9889	None
ZNF662	NDRG1	0.8237	50.1	0.101	rgb(218,198,198)	1.9889	None
ZNF662	PLLP	0.8237	50.1	0.098	rgb(218,198,198)	1.9889	None
ZNF671	HSPB8	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZNF671	NR4A1	0.8237	50.1	0.1	rgb(218,198,198)	1.9889	None
ZNF671	S100P	0.8237	50.1	0.095	rgb(218,199,199)	1.9889	None
ZNF674	IER5L	0.8237	50.1	0.096	rgb(218,199,199)	1.9889	None
ZNF674	RRP9	0.8237	50.1	0.103	rgb(218,197,198)	1.9889	None
ZNF677	HSPB8	0.8237	50.1	0.095	rgb(218,199,199)	1.9889	None
ZNF677	NDRG1	0.8237	50.1	0.098	rgb(218,198,199)	1.9889	None
ZNF677	RGS16	0.8237	50.1	0.098	rgb(218,198,199)	1.9889	None
ZNF692	GSN	0.8237	50.1	0.097	rgb(218,199,199)	1.9889	None
ZNF692	KRT7	0.8237	50.1	0.103	rgb(218,197,197)	1.9889	None
ZNF692	METRNL	0.8237	50.1	0.101	rgb(218,198,198)	1.9889	None
ZNF692	NR4A1	0.8237	50.1	0.103	rgb(218,197,198)	1.9889	None
ZNF692	OBSL1	0.8237	50.1	0.095	rgb(218,199,199)	1.9889	None
ZNF692	P4HB	0.8237	50.1	0.097	rgb(218,198,199)	1.9889	None
ZNF697	BMP4	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZNF697	HMOX1	0.8237	50.1	0.102	rgb(218,197,198)	1.9889	None
ZNF697	MPST	0.8237	50.1	0.103	rgb(218,197,197)	1.9889	None
ZNF697	NUDT4	0.8237	50.1	0.098	rgb(218,198,198)	1.9889	None
ZNF697	RAB25	0.8237	50.1	0.096	rgb(218,199,199)	1.9889	None
ZNF697	SQSTM1	0.8237	50.1	0.102	rgb(218,197,198)	1.9889	None
ZNF7	AHDC1	0.8237	50.1	0.095	rgb(218,199,199)	1.9889	None
ZNF7	EFR3A	0.8237	50.1	0.097	rgb(218,199,199)	1.9889	None
ZNF7	IGFBP7	0.8237	50.1	0.101	rgb(218,198,198)	1.9889	None
ZNF7	LIMK2	0.8237	50.1	0.103	rgb(218,197,197)	1.9889	None
ZNF7	NXT1	0.8237	50.1	0.096	rgb(218,199,199)	1.9889	None
ZNF7	TNFRSF10B	0.8237	50.1	0.095	rgb(218,199,199)	1.9889	None
ZNF701	CEBPD	0.8237	50.1	0.1	rgb(218,198,198)	1.9889	None
ZNF701	CPM	0.8237	50.1	0.095	rgb(218,199,199)	1.9889	None
ZNF701	IFI6	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZNF701	IMPDH2	0.8237	50.1	0.101	rgb(218,198,198)	1.9889	None
ZNF707	MPST	0.8237	50.1	0.097	rgb(218,199,199)	1.9889	None
ZNF707	TUBA4A	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZNF707	VARS2	0.8237	50.1	0.102	rgb(218,197,198)	1.9889	None
ZNF735	DHRS3	0.8237	50.1	0.105	rgb(218,197,197)	1.9889	None
ZNF735	INMT	0.8237	50.1	0.101	rgb(218,198,198)	1.9889	None
ZNF735	KRT7	0.8237	50.1	0.105	rgb(218,197,197)	1.9889	None
ZNF735	UNC13D	0.8237	50.1	0.096	rgb(218,199,199)	1.9889	None
ZNF736	MAFF	0.8237	50.1	0.098	rgb(218,198,199)	1.9889	None
ZNF736	MAP3K8	0.8237	50.1	0.103	rgb(218,197,197)	1.9889	None
ZNF736	NID2	0.8237	50.1	0.099	rgb(218,198,198)	1.9889	None
ZNF74	ATP13A3	0.8237	50.1	0.102	rgb(218,197,198)	1.9889	None
ZNF74	LAMB1	0.8237	50.1	0.102	rgb(218,198,198)	1.9889	None
ZNF74	PDLIM1	0.8237	50.1	0.099	rgb(218,198,198)	1.9889	None
ZNF74	WDR45B	0.8237	50.1	0.101	rgb(218,198,198)	1.9889	None
ZNF771	PRKCQ	0.8237	50.1	0.095	rgb(218,199,199)	1.9889	None
ZNF778	FOSL2	0.8237	50.1	0.097	rgb(218,198,199)	1.9889	None
ZNF778	METRNL	0.8237	50.1	0.098	rgb(218,198,199)	1.9889	None
ZNF778	RAC3	0.8237	50.1	0.099	rgb(218,198,198)	1.9889	None
ZNF778	TM4SF1	0.8237	50.1	0.101	rgb(218,198,198)	1.9889	None
ZNF778	TNNC1	0.8237	50.1	0.096	rgb(218,199,199)	1.9889	None
ZNF782	KCNJ15	0.8237	50.1	0.097	rgb(218,199,199)	1.9889	None
ZNF782	MAFG	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZNF782	MMAB	0.8237	50.1	0.102	rgb(218,198,198)	1.9889	None
ZNF782	NFKB1	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZNF789	S100A6	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZNF789	SOD2	0.8237	50.1	0.1	rgb(218,198,198)	1.9889	None
ZNF789	TMPRSS2	0.8237	50.1	0.099	rgb(218,198,198)	1.9889	None
ZNF791	MYLK	0.8237	50.1	0.1	rgb(218,198,198)	1.9889	None
ZNF793	CD44	0.8237	50.1	0.105	rgb(218,197,197)	1.9889	None
ZNF8	CAB39L	0.8237	50.1	0.098	rgb(218,198,199)	1.9889	None
ZNF8	MAST4	0.8237	50.1	0.099	rgb(218,198,198)	1.9889	None
ZNF8	S100A10	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZNF8	SLC43A3	0.8237	50.1	0.1	rgb(218,198,198)	1.9889	None
ZNF805	CCND1	0.8237	50.1	0.095	rgb(218,199,199)	1.9889	None
ZNF805	NDRG1	0.8237	50.1	0.102	rgb(218,198,198)	1.9889	None
ZNF805	STAT3	0.8237	50.1	0.1	rgb(218,198,198)	1.9889	None
ZNF808	TSPAN14	0.8237	50.1	0.105	rgb(218,197,197)	1.9889	None
ZNF81	BAMBI	0.8237	50.1	0.1	rgb(218,198,198)	1.9889	None
ZNF81	PPP1R14C	0.8237	50.1	0.098	rgb(218,198,198)	1.9889	None
ZNF821	YWHAB	0.8237	50.1	0.095	rgb(218,199,199)	1.9889	None
ZNF891	CRIP2	0.8237	50.1	0.102	rgb(218,198,198)	1.9889	None
ZNF891	IGF2	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZNF891	IGFBP5	0.8237	50.1	0.102	rgb(218,198,198)	1.9889	None
ZNF891	TSC22D3	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZSCAN26	PSME1	0.8237	50.1	0.095	rgb(218,199,199)	1.9889	None
ZSCAN26	PTP4A1	0.8237	50.1	0.1	rgb(218,198,198)	1.9889	None
ZSCAN26	SFTPD	0.8237	50.1	0.1	rgb(218,198,198)	1.9889	None
ZSCAN26	TPT1	0.8237	50.1	0.096	rgb(218,199,199)	1.9889	None
ZSCAN4	PDGFA	0.8237	50.1	0.099	rgb(218,198,198)	1.9889	None
ZSCAN9	HMOX1	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZSCAN9	NTN4	0.8237	50.1	0.104	rgb(218,197,197)	1.9889	None
ZSCAN9	PSMB8	0.8237	50.1	0.103	rgb(218,197,198)	1.9889	None
ZSCAN9	PSMB9	0.8237	50.1	0.103	rgb(218,197,198)	1.9889	None
ZSCAN9	RAMP2	0.8237	50.1	0.099	rgb(218,198,198)	1.9889	None
ATF3	ALAS1	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	None
ATF3	ANOS1	-0.7807	50.07	-6.8E-02	rgb(202,208,220)	1.9883	2,2
ATF3	ARL4D	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
ATF3	ENSMMUG00000028669	-0.7807	50.07	-7.1E-02	rgb(202,208,220)	1.9883	2,2
ATF3	ENSMMUG00000046231	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ATF3	HIST1H2AD.1	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
ATF3	HSP90B1	-0.7807	50.07	-7.2E-02	rgb(201,208,220)	1.9883	None
ATF3	KLF10	0.7807	50.07	0.071	rgb(218,204,204)	1.9883	None
ATF3	LDHB	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
ATF3	NAPSA	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
ATF3	RPS9	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
ATF3	SAT1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ATF3	SCEL	-0.7807	50.07	-6.6E-02	rgb(203,208,220)	1.9883	None
ATF3	SFTPD	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
ATF3	SQSTM1	0.7807	50.09	0.085	rgb(218,201,201)	1.9887	None
ATF3	SS18L2	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
ATF3	TUBA4A	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
ATOH8	AGER	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ATOH8	CXCL2	-0.7807	50.07	-7.1E-02	rgb(202,208,220)	1.9883	2,2
ATOH8	DHRS3	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
ATOH8	LPIN2	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
ATOH8	S100A6	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
BATF	ENSMMUG00000042343	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
BATF2	ENSMMUG00000041662	0.7807	50.08	0.081	rgb(218,202,202)	1.9885	2,2
BATF2	LRRK2	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
BATF2	SERPINB1	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
BATF2	STAT1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
BATF2	UBE2L6	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
BATF3	PLEK	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
BCL6	ABCA3	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
BCL6	C3	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	None
BCL6	CCL20	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
BCL6	CXCL2	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
BCL6	ENSMMUG00000005494	-0.7807	50.07	-6.7E-02	rgb(203,208,220)	1.9883	2,2
BCL6	LRRK2	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
BHLHE40	ACSL4	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
BHLHE40	ELF3	0.7807	50.08	0.075	rgb(218,203,203)	1.9885	None
BHLHE40	EMP2	-0.7807	50.07	-7.3E-02	rgb(201,207,220)	1.9883	2,2
BHLHE40	ENSMMUG00000000729	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
BHLHE40	HILPDA	0.7807	50.07	0.071	rgb(218,204,204)	1.9883	2,2
BHLHE40	HOPX	-0.7807	50.07	-7.3E-02	rgb(201,207,220)	1.9883	2,2
BHLHE40	PTP4A1	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
BHLHE40	VARS2	0.7807	50.07	0.071	rgb(218,204,204)	1.9883	2,2
BHLHE40	WFDC2	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
BHLHE40	ZFP36	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	None
BPTF	FTL	-0.7807	50.07	-6.8E-02	rgb(202,208,220)	1.9883	2,2
BPTF	NME1-NME2	-0.7807	50.07	-6.7E-02	rgb(203,208,220)	1.9883	2,2
BPTF	RPS9	-0.7807	50.07	-7.2E-02	rgb(201,208,220)	1.9883	2,2
BPTF	RPSA	-0.7807	50.07	-7.0E-02	rgb(202,208,220)	1.9883	2,2
BPTF	TAGLN2	-0.7807	50.07	-6.6E-02	rgb(203,208,220)	1.9883	2,2
CEBPD	BLVRB	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
CEBPD	CD14	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
CEBPD	CRELD2	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
CEBPD	CYP4B1	-0.7807	50.07	-7.4E-02	rgb(201,207,220)	1.9883	2,2
CEBPD	DNAJB1	0.7807	50.08	0.076	rgb(218,203,203)	1.9885	None
CEBPD	ENSMMUG00000014888	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
CEBPD	ENSMMUG00000022489	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
CEBPD	ENSMMUG00000039375	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
CEBPD	ENSMMUG00000042961	-0.7807	50.07	-7.2E-02	rgb(201,208,220)	1.9883	2,2
CEBPD	ENSMMUG00000043492	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
CEBPD	ENSMMUG00000044002	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
CEBPD	HSP90B1	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
CEBPD	MYC	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
CEBPD	NFKBIA	0.7807	50.08	0.075	rgb(218,203,203)	1.9885	None
CEBPD	NME1-NME2	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
CEBPD	PLA2G1B	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
CEBPD	PSME1	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
CEBPD	PSME2	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
CEBPD	SAT1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
CEBPD	TAGLN2	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
CREB3	CD63	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
CREB3	CRELD2	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
CREB3	ENSMMUG00000001054	0.7807	50.07	0.065	rgb(218,204,205)	1.9883	2,2
CREB3	ENSMMUG00000003295	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
CREB3	HSP90B1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
CREB3	LDHA	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
CREB3	LDHB	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
CREB3	PDIA6	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
CREB3	RPN2	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
CREB3	TUBA1B	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
CREB3	YWHAB	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
CREB3L1	AADAC	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
CREB3L1	ACSL4	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
CREB3L1	CD14	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
CREB3L1	CMTM8	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
CREB3L1	DBI	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
CREB3L1	LAMP3	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
CREB3L1	LGI3	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
CREB3L1	PLA1A	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
CREB3L1	WFDC2	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
CUX1	AHNAK	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
CUX1	CAV1	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
CUX1	EMP2	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
DDIT3	BAG3	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
DDIT3	DNAJB1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
DDIT3	MANF	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
DDIT3	SDF2L1	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
DNTTIP1	ACKR1	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
DNTTIP1	ALAS1	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
DNTTIP1	BCAM	-0.7807	50.07	-7.5E-02	rgb(201,207,220)	1.9883	2,2
DNTTIP1	BCL2A1	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
DNTTIP1	BLVRB	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
DNTTIP1	C12orf57	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
DNTTIP1	C2CD4B	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
DNTTIP1	CAV1	-0.7807	50.07	-6.7E-02	rgb(203,208,220)	1.9883	2,2
DNTTIP1	CCT5	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
DNTTIP1	CLIC3	-0.7807	50.07	-7.1E-02	rgb(201,208,220)	1.9883	2,2
DNTTIP1	CRELD2	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
DNTTIP1	DHRS3	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
DNTTIP1	ENO1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
DNTTIP1	ENSMMUG00000000422	0.7807	50.07	0.065	rgb(218,204,205)	1.9883	2,2
DNTTIP1	ENSMMUG00000000983	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
DNTTIP1	ENSMMUG00000010556	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
DNTTIP1	ENSMMUG00000013256	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
DNTTIP1	ENSMMUG00000015749	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
DNTTIP1	ENSMMUG00000016970	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
DNTTIP1	ENSMMUG00000018679	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
DNTTIP1	ENSMMUG00000023144	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
DNTTIP1	ENSMMUG00000040993	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
DNTTIP1	ERO1A	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
DNTTIP1	ERRFI1	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
DNTTIP1	FAM107B	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
DNTTIP1	FTH1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
DNTTIP1	GALE	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
DNTTIP1	GLTP	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
DNTTIP1	GMPPB	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
DNTTIP1	HM13	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
DNTTIP1	HMOX1	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	2,2
DNTTIP1	HSD17B7	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
DNTTIP1	IRF1	0.7807	50.07	0.071	rgb(218,204,204)	1.9883	2,2
DNTTIP1	LTF	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
DNTTIP1	MDH2	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
DNTTIP1	NME1-NME2	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
DNTTIP1	P4HB	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
DNTTIP1	PSMA5	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	2,2
DNTTIP1	PSMB2	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
DNTTIP1	PSMB9	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
DNTTIP1	PSME1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
DNTTIP1	PTTG1	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
DNTTIP1	RARRES3	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
DNTTIP1	SAT1	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
DNTTIP1	SDCBP	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
DNTTIP1	SEC24D	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
DNTTIP1	SELENOS	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	2,2
DNTTIP1	SERP1	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
DNTTIP1	SERPINA1	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
DNTTIP1	SERPINB9	0.7807	50.07	0.071	rgb(218,204,204)	1.9883	2,2
DNTTIP1	STAT3	0.7807	50.07	0.065	rgb(218,205,205)	1.9883	2,2
DNTTIP1	STC1	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	None
DNTTIP1	TGIF2	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
EGR1	ARC	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
EGR1	CCL20	0.7807	50.08	0.081	rgb(218,202,202)	1.9885	None
EGR1	ENSMMUG00000039375	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
EGR1	HBEGF	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
EGR1	HHIP	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
EGR1	HSP90AB1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
EGR1	HSPB1	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	None
EGR1	NFKBIZ	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
EGR1	TACSTD2	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
EHF	BCAM	-0.7807	50.07	-7.1E-02	rgb(202,208,220)	1.9883	None
EHF	BHLHA15	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
EHF	CD40	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
EHF	CD44	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
EHF	CLIC3	-0.7807	50.07	-6.6E-02	rgb(203,208,220)	1.9883	None
EHF	CSF1	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
EHF	CYP51A1	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
EHF	ENSMMUG00000000729	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
EHF	ENSMMUG00000002786	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	2,2
EHF	ENSMMUG00000015749	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
EHF	ENSMMUG00000023144	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
EHF	ETV1	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
EHF	FAM46A	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
EHF	FDFT1	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
EHF	FMO2	-0.7807	50.07	-7.3E-02	rgb(201,207,220)	1.9883	2,2
EHF	GALE	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
EHF	HM13	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
EHF	HMGCS1	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	None
EHF	HOPX	-0.7807	50.07	-6.7E-02	rgb(203,208,220)	1.9883	None
EHF	ISG20	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
EHF	LMAN1	0.7807	50.07	0.075	rgb(218,203,203)	1.9883	None
EHF	LTA4H	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	None
EHF	MCUR1	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	2,2
EHF	NANS	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
EHF	NSDHL	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	None
EHF	PRKCQ	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	None
EHF	RRP9	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
EHF	S100P	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	None
EHF	SEC61B	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
EHF	SERP1	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
EHF	SLC11A2	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
EHF	SLC28A3	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
EHF	SLC7A2	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
EHF	TRAF3IP2	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
EHF	VARS2	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	None
ELF3	ANXA2	-0.7807	50.07	-6.7E-02	rgb(202,208,220)	1.9883	None
ELF3	ANXA5	-0.7807	50.07	-6.9E-02	rgb(202,208,220)	1.9883	None
ELF3	BHLHE40	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	None
ELF3	C3	0.7807	50.07	0.066	rgb(218,204,205)	1.9883	None
ELF3	CAV1	-0.7807	50.07	-7.2E-02	rgb(201,208,220)	1.9883	None
ELF3	CAV2	-0.7807	50.07	-7.1E-02	rgb(202,208,220)	1.9883	None
ELF3	CDKN1A	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
ELF3	CST6	-0.7807	50.07	-7.2E-02	rgb(201,208,220)	1.9883	None
ELF3	DNAJB1	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	None
ELF3	ENSMMUG00000002676	-0.7807	50.07	-6.6E-02	rgb(203,208,220)	1.9883	2,2
ELF3	ENSMMUG00000023712	-0.7807	50.07	-7.2E-02	rgb(201,207,220)	1.9883	2,2
ELF3	KLF6	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	None
ELF3	LGALS17C	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	2,2
ELF3	MAMU-B	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
ELF3	NFKBIZ	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
ELF3	c-fos	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	2,2
ELF5	SFTPC	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
ERG	IFIT1	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	None
ERG	ZEB1	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	None
ETS1	EGFL7	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	None
ETS1	PECAM1	0.7807	50.07	0.069	rgb(218,204,204)	1.9883	2,2
ETV1	AGR2	0.7807	50.07	0.066	rgb(218,204,204)	1.9883	None
ETV1	ANKRD37	0.7807	50.07	0.07	rgb(218,204,204)	1.9883	None
ETV1	BMP3	0.7807	50.07	0.072	rgb(218,203,203)	1.9883	None
ETV1	CD63	0.7807	50.07	0.068	rgb(218,204,204)	1.9883	None
ETV1	CTSC	0.7807	50.07	0.071	rgb(218,203,204)	1.9883	None
ETV1	DOCK8	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	None
ETV1	ENSMMUG00000014888	0.7807	50.07	0.073	rgb(218,203,203)	1.9883	2,2
ETV1	ENSMMUG00000019689	0.7807	50.07	0.067	rgb(218,204,204)	1.9883	2,2
ETV1	ENSMMUG00000021980	0.7807	50.07	0.074	rgb(218,203,203)	1.9883	2,2
